Date,IT Dep.,CostElement,Country,Budget
1/05/2020,R2,Software,USA,"84,736"
1/06/2020,R2,Software,USA,"84,736"
1/07/2020,R2,Software,USA,"68,030"
1/08/2020,R2,Software,USA,"57,530"
1/09/2020,R2,Software,USA,"68,030"
1/10/2020,R2,Software,USA,"57,530"
1/11/2020,R2,Software,USA,"57,530"
1/12/2020,R2,Software,USA,"57,530"
1/01/2020,R2,Software Maintenance,United Kingdom,"19,625"
1/02/2020,R2,Software Maintenance,United Kingdom,"19,625"
1/03/2020,R2,Software Maintenance,United Kingdom,"19,625"
1/04/2020,R2,Software Maintenance,United Kingdom,"19,625"
1/05/2020,R2,Software Maintenance,United Kingdom,"19,625"
1/06/2020,R2,Software Maintenance,United Kingdom,"19,625"
1/07/2020,R2,Software Maintenance,United Kingdom,"19,625"
1/08/2020,R2,Software Maintenance,United Kingdom,"19,625"
1/09/2020,R2,Software Maintenance,United Kingdom,"19,625"
1/10/2020,R2,Software Maintenance,United Kingdom,"19,625"
1/11/2020,R2,Software Maintenance,United Kingdom,"19,625"
1/12/2020,R2,Software Maintenance,United Kingdom,"19,625"
1/01/2020,R2,Software Maintenance,USA,"954,189"
1/02/2020,R2,Software Maintenance,USA,"118,070"
1/03/2020,R2,Software Maintenance,USA,"131,195"
1/04/2020,R2,Software Maintenance,USA,"760,328"
1/05/2020,R2,Software Maintenance,USA,"119,570"
1/06/2020,R2,Software Maintenance,USA,"129,361"
1/07/2020,R2,Software Maintenance,USA,"745,695"
1/08/2020,R2,Software Maintenance,USA,"129,830"
1/09/2020,R2,Software Maintenance,USA,"166,422"
1/10/2020,R2,Software Maintenance,USA,"756,195"
1/11/2020,R2,Software Maintenance,USA,"118,370"
1/12/2020,R2,Software Maintenance,USA,"136,788"
1/01/2020,R2,Supplies,Brazil,119
1/02/2020,R2,Supplies,Brazil,119
1/03/2020,R2,Supplies,Brazil,119
1/04/2020,R2,Supplies,Brazil,119
1/05/2020,R2,Supplies,Brazil,119
1/06/2020,R2,Supplies,Brazil,119
1/07/2020,R2,Supplies,Brazil,119
1/08/2020,R2,Supplies,Brazil,119
1/09/2020,R2,Supplies,Brazil,119
1/10/2020,R2,Supplies,Brazil,119
1/11/2020,R2,Supplies,Brazil,119
1/12/2020,R2,Supplies,Brazil,119
1/01/2020,R2,Supplies,United Kingdom,88
1/02/2020,R2,Supplies,United Kingdom,88
1/03/2020,R2,Supplies,United Kingdom,88
1/04/2020,R2,Supplies,United Kingdom,88
1/05/2020,R2,Supplies,United Kingdom,88
1/06/2020,R2,Supplies,United Kingdom,88
1/07/2020,R2,Supplies,United Kingdom,88
1/08/2020,R2,Supplies,United Kingdom,88
1/09/2020,R2,Supplies,United Kingdom,88
1/10/2020,R2,Supplies,United Kingdom,88
1/11/2020,R2,Supplies,United Kingdom,88
1/12/2020,R2,Supplies,United Kingdom,88
1/01/2020,R2,Telecomm,Brazil,344
1/02/2020,R2,Telecomm,Brazil,344
1/03/2020,R2,Telecomm,Brazil,344
1/04/2020,R2,Telecomm,Brazil,344
1/05/2020,R2,Telecomm,Brazil,344
1/06/2020,R2,Telecomm,Brazil,344
1/07/2020,R2,Telecomm,Brazil,344
1/08/2020,R2,Telecomm,Brazil,344
1/09/2020,R2,Telecomm,Brazil,344
1/10/2020,R2,Telecomm,Brazil,344
1/11/2020,R2,Telecomm,Brazil,344
1/12/2020,R2,Telecomm,Brazil,344
1/01/2020,R2,Telecomm,United Kingdom,500
1/02/2020,R2,Telecomm,United Kingdom,500
1/03/2020,R2,Telecomm,United Kingdom,500
1/04/2020,R2,Telecomm,United Kingdom,500
1/05/2020,R2,Telecomm,United Kingdom,500
1/06/2020,R2,Telecomm,United Kingdom,500
1/07/2020,R2,Telecomm,United Kingdom,500
1/08/2020,R2,Telecomm,United Kingdom,500
1/09/2020,R2,Telecomm,United Kingdom,500
1/10/2020,R2,Telecomm,United Kingdom,500
1/11/2020,R2,Telecomm,United Kingdom,500
1/12/2020,R2,Telecomm,United Kingdom,500
1/01/2020,R2,Training,Brazil,15
1/02/2020,R2,Training,Brazil,15
1/03/2020,R2,Training,Brazil,15
1/04/2020,R2,Training,Brazil,15
1/05/2020,R2,Training,Brazil,15
1/06/2020,R2,Training,Brazil,15
1/07/2020,R2,Training,Brazil,15
1/08/2020,R2,Training,Brazil,15
1/09/2020,R2,Training,Brazil,15
1/10/2020,R2,Training,Brazil,15
1/11/2020,R2,Training,Brazil,15
1/12/2020,R2,Training,Brazil,15
1/01/2020,R2,Training,United Kingdom,"1,000"
1/02/2020,R2,Training,United Kingdom,"1,000"
1/03/2020,R2,Training,United Kingdom,"1,000"
1/04/2020,R2,Training,United Kingdom,"1,000"
1/05/2020,R2,Training,United Kingdom,"1,000"
1/06/2020,R2,Training,United Kingdom,"1,000"
1/07/2020,R2,Training,United Kingdom,"1,000"
1/08/2020,R2,Training,United Kingdom,"1,000"
1/09/2020,R2,Training,United Kingdom,"1,000"
1/10/2020,R2,Training,United Kingdom,"1,000"
1/11/2020,R2,Training,United Kingdom,"1,000"
1/12/2020,R2,Training,United Kingdom,"1,000"
1/01/2020,R2,Training,USA,"2,855"
1/02/2020,R2,Training,USA,"2,855"
1/03/2020,R2,Training,USA,"2,855"
1/04/2020,R2,Training,USA,"2,855"
1/05/2020,R2,Training,USA,"2,855"
1/06/2020,R2,Training,USA,"2,855"
1/07/2020,R2,Training,USA,"2,855"
1/08/2020,R2,Training,USA,"2,855"
1/09/2020,R2,Training,USA,"2,855"
1/10/2020,R2,Training,USA,"2,855"
1/11/2020,R2,Training,USA,"2,855"
1/12/2020,R2,Training,USA,"2,855"
1/01/2020,R2,Travel,Brazil,500
1/02/2020,R2,Travel,Brazil,"1,128"
1/03/2020,R2,Travel,Brazil,500
1/04/2020,R2,Travel,Brazil,500
1/05/2020,R2,Travel,Brazil,500
1/06/2020,R2,Travel,Brazil,500
1/07/2020,R2,Travel,Brazil,500
1/08/2020,R2,Travel,Brazil,500
1/09/2020,R2,Travel,Brazil,500
1/10/2020,R2,Travel,Brazil,500
1/11/2020,R2,Travel,Brazil,500
1/12/2020,R2,Travel,Brazil,500
1/01/2020,R2,Travel,United Kingdom,"2,500"
1/02/2020,R2,Travel,United Kingdom,"2,500"
1/03/2020,R2,Travel,United Kingdom,"2,500"
1/04/2020,R2,Travel,United Kingdom,"2,500"
1/05/2020,R2,Travel,United Kingdom,"2,500"
1/06/2020,R2,Travel,United Kingdom,"2,500"
1/07/2020,R2,Travel,United Kingdom,"2,500"
1/08/2020,R2,Travel,United Kingdom,"2,500"
1/09/2020,R2,Travel,United Kingdom,"2,500"
1/10/2020,R2,Travel,United Kingdom,"2,500"
1/11/2020,R2,Travel,United Kingdom,"2,500"
1/12/2020,R2,Travel,United Kingdom,"2,500"
1/01/2020,R2,Travel,USA,"7,573"
1/02/2020,R2,Travel,USA,"7,573"
1/03/2020,R2,Travel,USA,"8,323"
1/04/2020,R2,Travel,USA,"7,573"
1/05/2020,R2,Travel,USA,"7,573"
1/06/2020,R2,Travel,USA,"8,323"
1/07/2020,R2,Travel,USA,"7,573"
1/08/2020,R2,Travel,USA,"7,573"
1/09/2020,R2,Travel,USA,"7,573"
1/10/2020,R2,Travel,USA,"7,573"
1/11/2020,R2,Travel,USA,"7,572"
1/12/2020,R2,Travel,USA,"7,573"
1/01/2020,R2,Vehicles,United Kingdom,"1,320"
1/02/2020,R2,Vehicles,United Kingdom,"1,320"
1/03/2020,R2,Vehicles,United Kingdom,"1,320"
1/04/2020,R2,Vehicles,United Kingdom,"1,320"
1/05/2020,R2,Vehicles,United Kingdom,"1,320"
1/06/2020,R2,Vehicles,United Kingdom,"1,320"
1/07/2020,R2,Vehicles,United Kingdom,"1,320"
1/08/2020,R2,Vehicles,United Kingdom,"1,320"
1/09/2020,R2,Vehicles,United Kingdom,"1,320"
1/10/2020,R2,Vehicles,United Kingdom,"1,320"
1/11/2020,R2,Vehicles,United Kingdom,"1,320"
1/12/2020,R2,Vehicles,United Kingdom,"1,320"
1/01/2020,R3,Amortization,USA,"487,661"
1/02/2020,R3,Amortization,USA,"487,661"
1/03/2020,R3,Amortization,USA,"487,661"
1/04/2020,R3,Amortization,USA,"487,661"
1/05/2020,R3,Amortization,USA,"487,661"
1/06/2020,R3,Amortization,USA,"487,661"
1/07/2020,R3,Amortization,USA,"487,661"
1/08/2020,R3,Amortization,USA,"487,661"
1/09/2020,R3,Amortization,USA,"487,661"
1/10/2020,R3,Amortization,USA,"487,661"
1/11/2020,R3,Amortization,USA,"487,661"
1/12/2020,R3,Amortization,USA,"487,661"
1/01/2020,R3,Employee Performance,USA,65
1/02/2020,R3,Employee Performance,USA,65
1/03/2020,R3,Employee Performance,USA,65
1/04/2020,R3,Employee Performance,USA,65
1/05/2020,R3,Employee Performance,USA,65
1/06/2020,R3,Employee Performance,USA,65
1/07/2020,R3,Employee Performance,USA,65
1/08/2020,R3,Employee Performance,USA,65
1/09/2020,R3,Employee Performance,USA,65
1/10/2020,R3,Employee Performance,USA,65
1/11/2020,R3,Employee Performance,USA,65
1/12/2020,R3,Employee Performance,USA,65
1/01/2020,R3,External Labor,United Kingdom,"2,403"
1/02/2020,R3,External Labor,United Kingdom,"2,403"
1/03/2020,R3,External Labor,United Kingdom,"2,403"
1/04/2020,R3,External Labor,United Kingdom,"2,403"
1/05/2020,R3,External Labor,United Kingdom,"2,403"
1/06/2020,R3,External Labor,United Kingdom,"2,403"
1/07/2020,R3,External Labor,United Kingdom,"2,403"
1/08/2020,R3,External Labor,United Kingdom,"2,403"
1/09/2020,R3,External Labor,United Kingdom,"2,403"
1/10/2020,R3,External Labor,United Kingdom,"2,403"
1/11/2020,R3,External Labor,United Kingdom,"2,403"
1/12/2020,R3,External Labor,United Kingdom,"2,403"
1/01/2020,R3,External Labor,USA,"380,989"
1/02/2020,R3,External Labor,USA,"380,989"
1/03/2020,R3,External Labor,USA,"380,989"
1/04/2020,R3,External Labor,USA,"380,989"
1/05/2020,R3,External Labor,USA,"380,989"
1/06/2020,R3,External Labor,USA,"380,989"
1/07/2020,R3,External Labor,USA,"380,989"
1/08/2020,R3,External Labor,USA,"380,989"
1/09/2020,R3,External Labor,USA,"380,989"
1/10/2020,R3,External Labor,USA,"380,989"
1/11/2020,R3,External Labor,USA,"380,989"
1/12/2020,R3,External Labor,USA,"380,989"
1/01/2020,R3,Internal Labor,Belgium,"6,008"
1/02/2020,R3,Internal Labor,Belgium,"6,008"
1/03/2020,R3,Internal Labor,Belgium,"6,008"
1/04/2020,R3,Internal Labor,Belgium,"6,008"
1/05/2020,R3,Internal Labor,Belgium,"6,008"
1/06/2020,R3,Internal Labor,Belgium,"6,008"
1/07/2020,R3,Internal Labor,Belgium,"6,008"
1/08/2020,R3,Internal Labor,Belgium,"6,008"
1/09/2020,R3,Internal Labor,Belgium,"6,008"
1/10/2020,R3,Internal Labor,Belgium,"6,008"
1/11/2020,R3,Internal Labor,Belgium,"6,008"
1/12/2020,R3,Internal Labor,Belgium,"6,008"
1/01/2020,R3,Internal Labor,France,"3,594"
1/02/2020,R3,Internal Labor,France,"3,594"
1/03/2020,R3,Internal Labor,France,"3,594"
1/04/2020,R3,Internal Labor,France,"3,594"
1/05/2020,R3,Internal Labor,France,"3,594"
1/06/2020,R3,Internal Labor,France,"3,594"
1/07/2020,R3,Internal Labor,France,"3,594"
1/08/2020,R3,Internal Labor,France,"3,594"
1/09/2020,R3,Internal Labor,France,"3,594"
1/10/2020,R3,Internal Labor,France,"3,594"
1/11/2020,R3,Internal Labor,France,"3,594"
1/12/2020,R3,Internal Labor,France,"3,594"
1/01/2020,R3,Internal Labor,Germany,"6,428"
1/02/2020,R3,Internal Labor,Germany,"6,428"
1/03/2020,R3,Internal Labor,Germany,"6,428"
1/04/2020,R3,Internal Labor,Germany,"6,428"
1/05/2020,R3,Internal Labor,Germany,"6,428"
1/06/2020,R3,Internal Labor,Germany,"6,428"
1/07/2020,R3,Internal Labor,Germany,"6,428"
1/08/2020,R3,Internal Labor,Germany,"6,428"
1/09/2020,R3,Internal Labor,Germany,"6,428"
1/10/2020,R3,Internal Labor,Germany,"6,428"
1/11/2020,R3,Internal Labor,Germany,"6,428"
1/12/2020,R3,Internal Labor,Germany,"6,428"
1/01/2020,R3,Internal Labor,United Kingdom,"58,598"
1/02/2020,R3,Internal Labor,United Kingdom,"58,598"
1/03/2020,R3,Internal Labor,United Kingdom,"58,598"
1/04/2020,R3,Internal Labor,United Kingdom,"58,598"
1/05/2020,R3,Internal Labor,United Kingdom,"58,598"
1/06/2020,R3,Internal Labor,United Kingdom,"58,598"
1/07/2020,R3,Internal Labor,United Kingdom,"58,598"
1/08/2020,R3,Internal Labor,United Kingdom,"58,598"
1/09/2020,R3,Internal Labor,United Kingdom,"58,598"
1/10/2020,R3,Internal Labor,United Kingdom,"58,598"
1/11/2020,R3,Internal Labor,United Kingdom,"58,598"
1/12/2020,R3,Internal Labor,United Kingdom,"58,598"
1/01/2020,R3,Internal Labor,USA,"58,901"
1/02/2020,R3,Internal Labor,USA,"60,048"
1/03/2020,R3,Internal Labor,USA,"63,038"
1/04/2020,R3,Internal Labor,USA,"59,874"
1/05/2020,R3,Internal Labor,USA,"59,874"
1/06/2020,R3,Internal Labor,USA,"59,874"
1/07/2020,R3,Internal Labor,USA,"60,149"
1/08/2020,R3,Internal Labor,USA,"60,041"
1/09/2020,R3,Internal Labor,USA,"59,930"
1/10/2020,R3,Internal Labor,USA,"60,724"
1/11/2020,R3,Internal Labor,USA,"60,447"
1/12/2020,R3,Internal Labor,USA,"60,132"
1/01/2020,R3,Other,United Kingdom,"-7,417"
1/02/2020,R3,Other,United Kingdom,"-7,417"
1/03/2020,R3,Other,United Kingdom,"-7,417"
1/04/2020,R3,Other,United Kingdom,"-7,417"
1/05/2020,R3,Other,United Kingdom,"-7,417"
1/06/2020,R3,Other,United Kingdom,"-7,417"
1/07/2020,R3,Other,United Kingdom,"-7,417"
1/08/2020,R3,Other,United Kingdom,"-7,417"
1/09/2020,R3,Other,United Kingdom,"-7,417"
1/10/2020,R3,Other,United Kingdom,"-7,417"
1/11/2020,R3,Other,United Kingdom,"-7,417"
1/12/2020,R3,Other,United Kingdom,"-7,417"
1/01/2020,R3,Other,USA,"456,450"
1/02/2020,R3,Other,USA,"456,450"
1/03/2020,R3,Other,USA,"456,450"
1/04/2020,R3,Other,USA,"456,450"
1/05/2020,R3,Other,USA,"456,450"
1/06/2020,R3,Other,USA,"456,450"
1/07/2020,R3,Other,USA,"456,450"
1/08/2020,R3,Other,USA,"456,450"
1/09/2020,R3,Other,USA,"456,450"
1/10/2020,R3,Other,USA,"456,450"
1/11/2020,R3,Other,USA,"456,450"
1/12/2020,R3,Other,USA,"456,450"
1/01/2020,R3,Recognition,USA,17
1/02/2020,R3,Recognition,USA,17
1/03/2020,R3,Recognition,USA,17
1/04/2020,R3,Recognition,USA,17
1/05/2020,R3,Recognition,USA,17
1/06/2020,R3,Recognition,USA,17
1/07/2020,R3,Recognition,USA,17
1/08/2020,R3,Recognition,USA,17
1/09/2020,R3,Recognition,USA,17
1/10/2020,R3,Recognition,USA,17
1/11/2020,R3,Recognition,USA,17
1/12/2020,R3,Recognition,USA,17
1/01/2020,R3,Software,USA,"91,270"
1/02/2020,R3,Software,USA,"91,270"
1/03/2020,R3,Software,USA,"91,270"
1/04/2020,R3,Software,USA,"91,270"
1/05/2020,R3,Software,USA,"91,270"
1/06/2020,R3,Software,USA,"91,270"
1/07/2020,R3,Software,USA,"91,270"
1/08/2020,R3,Software,USA,"91,270"
1/09/2020,R3,Software,USA,"91,270"
1/10/2020,R3,Software,USA,"91,270"
1/11/2020,R3,Software,USA,"91,270"
1/12/2020,R3,Software,USA,"91,270"
1/01/2020,R3,Software Maintenance,USA,"100,289"
1/02/2020,R3,Software Maintenance,USA,"100,289"
1/03/2020,R3,Software Maintenance,USA,"100,289"
1/04/2020,R3,Software Maintenance,USA,"100,289"
1/05/2020,R3,Software Maintenance,USA,"100,289"
1/06/2020,R3,Software Maintenance,USA,"100,289"
1/07/2020,R3,Software Maintenance,USA,"100,289"
1/08/2020,R3,Software Maintenance,USA,"100,289"
1/09/2020,R3,Software Maintenance,USA,"100,289"
1/10/2020,R3,Software Maintenance,USA,"100,289"
1/11/2020,R3,Software Maintenance,USA,"100,289"
1/12/2020,R3,Software Maintenance,USA,"100,289"
1/01/2020,R3,Supplies,United Kingdom,297
1/02/2020,R3,Supplies,United Kingdom,297
1/03/2020,R3,Supplies,United Kingdom,297
1/04/2020,R3,Supplies,United Kingdom,297
1/05/2020,R3,Supplies,United Kingdom,297
1/06/2020,R3,Supplies,United Kingdom,297
1/07/2020,R3,Supplies,United Kingdom,297
1/08/2020,R3,Supplies,United Kingdom,297
1/09/2020,R3,Supplies,United Kingdom,297
1/10/2020,R3,Supplies,United Kingdom,297
1/11/2020,R3,Supplies,United Kingdom,297
1/12/2020,R3,Supplies,United Kingdom,297
1/01/2020,R3,Supplies,USA,78
1/02/2020,R3,Supplies,USA,78
1/03/2020,R3,Supplies,USA,78
1/04/2020,R3,Supplies,USA,78
1/05/2020,R3,Supplies,USA,78
1/06/2020,R3,Supplies,USA,78
1/07/2020,R3,Supplies,USA,78
1/08/2020,R3,Supplies,USA,78
1/09/2020,R3,Supplies,USA,78
1/10/2020,R3,Supplies,USA,78
1/11/2020,R3,Supplies,USA,78
1/12/2020,R3,Supplies,USA,78
1/01/2020,R3,Telecomm,United Kingdom,830
1/02/2020,R3,Telecomm,United Kingdom,830
1/03/2020,R3,Telecomm,United Kingdom,830
1/04/2020,R3,Telecomm,United Kingdom,830
1/05/2020,R3,Telecomm,United Kingdom,830
1/06/2020,R3,Telecomm,United Kingdom,830
1/07/2020,R3,Telecomm,United Kingdom,830
1/08/2020,R3,Telecomm,United Kingdom,830
1/09/2020,R3,Telecomm,United Kingdom,830
1/10/2020,R3,Telecomm,United Kingdom,830
1/11/2020,R3,Telecomm,United Kingdom,830
1/12/2020,R3,Telecomm,United Kingdom,830
1/01/2020,R3,Telecomm,USA,509
1/02/2020,R3,Telecomm,USA,509
1/03/2020,R3,Telecomm,USA,509
1/04/2020,R3,Telecomm,USA,509
1/05/2020,R3,Telecomm,USA,509
1/06/2020,R3,Telecomm,USA,509
1/07/2020,R3,Telecomm,USA,509
1/08/2020,R3,Telecomm,USA,509
1/09/2020,R3,Telecomm,USA,509
1/10/2020,R3,Telecomm,USA,509
1/11/2020,R3,Telecomm,USA,509
1/12/2020,R3,Telecomm,USA,509
1/01/2020,R3,Training,United Kingdom,498
1/02/2020,R3,Training,United Kingdom,498
1/03/2020,R3,Training,United Kingdom,498
1/04/2020,R3,Training,United Kingdom,498
1/05/2020,R3,Training,United Kingdom,498
1/06/2020,R3,Training,United Kingdom,498
1/07/2020,R3,Training,United Kingdom,498
1/08/2020,R3,Training,United Kingdom,498
1/09/2020,R3,Training,United Kingdom,498
1/10/2020,R3,Training,United Kingdom,498
1/11/2020,R3,Training,United Kingdom,498
1/12/2020,R3,Training,United Kingdom,498
1/01/2020,R3,Training,USA,343
1/02/2020,R3,Training,USA,343
1/03/2020,R3,Training,USA,343
1/04/2020,R3,Training,USA,343
1/05/2020,R3,Training,USA,343
1/06/2020,R3,Training,USA,343
1/07/2020,R3,Training,USA,343
1/08/2020,R3,Training,USA,343
1/09/2020,R3,Training,USA,343
1/10/2020,R3,Training,USA,343
1/11/2020,R3,Training,USA,343
1/12/2020,R3,Training,USA,343
1/01/2020,R3,Travel,United Kingdom,"4,813"
1/02/2020,R3,Travel,United Kingdom,"4,813"
1/03/2020,R3,Travel,United Kingdom,"4,813"
1/04/2020,R3,Travel,United Kingdom,"4,813"
1/05/2020,R3,Travel,United Kingdom,"4,813"
1/06/2020,R3,Travel,United Kingdom,"4,813"
1/07/2020,R3,Travel,United Kingdom,"4,813"
1/08/2020,R3,Travel,United Kingdom,"4,813"
1/09/2020,R3,Travel,United Kingdom,"4,813"
1/10/2020,R3,Travel,United Kingdom,"4,813"
1/11/2020,R3,Travel,United Kingdom,"4,813"
1/12/2020,R3,Travel,United Kingdom,"4,813"
1/01/2020,R3,Travel,USA,"1,500"
1/02/2020,R3,Travel,USA,"1,500"
1/03/2020,R3,Travel,USA,"1,500"
1/04/2020,R3,Travel,USA,"1,500"
1/05/2020,R3,Travel,USA,"1,500"
1/06/2020,R3,Travel,USA,"1,500"
1/07/2020,R3,Travel,USA,"1,500"
1/08/2020,R3,Travel,USA,"1,500"
1/09/2020,R3,Travel,USA,"1,500"
1/10/2020,R3,Travel,USA,"1,500"
1/11/2020,R3,Travel,USA,"1,500"
1/12/2020,R3,Travel,USA,"1,500"
1/01/2020,R5,Amortization,USA,"53,325"
1/02/2020,R5,Amortization,USA,"53,325"
1/03/2020,R5,Amortization,USA,"53,325"
1/04/2020,R5,Amortization,USA,"53,325"
1/05/2020,R5,Amortization,USA,"53,325"
1/06/2020,R5,Amortization,USA,"53,325"
1/07/2020,R5,Amortization,USA,"53,325"
1/08/2020,R5,Amortization,USA,"53,325"
1/09/2020,R5,Amortization,USA,"53,325"
1/10/2020,R5,Amortization,USA,"53,325"
1/11/2020,R5,Amortization,USA,"53,325"
1/12/2020,R5,Amortization,USA,"53,325"
1/01/2020,R5,Depreciation,USA,"218,548"
1/02/2020,R5,Depreciation,USA,"218,548"
1/03/2020,R5,Depreciation,USA,"209,436"
1/04/2020,R5,Depreciation,USA,"209,436"
1/05/2020,R5,Depreciation,USA,"210,407"
1/06/2020,R5,Depreciation,USA,"210,407"
1/07/2020,R5,Depreciation,USA,"213,016"
1/08/2020,R5,Depreciation,USA,"213,016"
1/09/2020,R5,Depreciation,USA,"219,955"
1/10/2020,R5,Depreciation,USA,"219,955"
1/11/2020,R5,Depreciation,USA,"219,954"
1/12/2020,R5,Depreciation,USA,"219,951"
1/01/2020,R5,External Labor,Puerto Rico,"12,325"
1/02/2020,R5,External Labor,Puerto Rico,"11,125"
1/03/2020,R5,External Labor,Puerto Rico,"7,819"
1/04/2020,R5,External Labor,Puerto Rico,"6,973"
1/05/2020,R5,External Labor,Puerto Rico,"5,125"
1/06/2020,R5,External Labor,Puerto Rico,"5,275"
1/07/2020,R5,External Labor,Puerto Rico,"5,125"
1/08/2020,R5,External Labor,Puerto Rico,"6,325"
1/09/2020,R5,External Labor,Puerto Rico,"6,223"
1/10/2020,R5,External Labor,Puerto Rico,"5,125"
1/11/2020,R5,External Labor,Puerto Rico,"5,125"
1/12/2020,R5,External Labor,Puerto Rico,"5,275"
1/01/2020,R5,External Labor,USA,"509,156"
1/02/2020,R5,External Labor,USA,"506,306"
1/03/2020,R5,External Labor,USA,"511,406"
1/04/2020,R5,External Labor,USA,"513,845"
1/05/2020,R5,External Labor,USA,"495,368"
1/06/2020,R5,External Labor,USA,"490,262"
1/07/2020,R5,External Labor,USA,"552,836"
1/08/2020,R5,External Labor,USA,"555,836"
1/09/2020,R5,External Labor,USA,"524,957"
1/10/2020,R5,External Labor,USA,"497,621"
1/11/2020,R5,External Labor,USA,"491,207"
1/12/2020,R5,External Labor,USA,"487,382"
1/01/2020,R5,Hardware,Puerto Rico,"1,425"
1/02/2020,R5,Hardware,Puerto Rico,"1,425"
1/03/2020,R5,Hardware,Puerto Rico,"1,426"
1/04/2020,R5,Hardware,Puerto Rico,"1,425"
1/05/2020,R5,Hardware,Puerto Rico,"1,425"
1/06/2020,R5,Hardware,Puerto Rico,"1,426"
1/07/2020,R5,Hardware,Puerto Rico,"1,425"
1/08/2020,R5,Hardware,Puerto Rico,"1,425"
1/09/2020,R5,Hardware,Puerto Rico,"1,426"
1/10/2020,R5,Hardware,Puerto Rico,"1,425"
1/11/2020,R5,Hardware,Puerto Rico,"1,425"
1/12/2020,R5,Hardware,Puerto Rico,"1,426"
1/01/2020,R5,Hardware,USA,"75,222"
1/02/2020,R5,Hardware,USA,"75,222"
1/03/2020,R5,Hardware,USA,"80,622"
1/04/2020,R5,Hardware,USA,"75,222"
1/05/2020,R5,Hardware,USA,"75,222"
1/06/2020,R5,Hardware,USA,"80,622"
1/07/2020,R5,Hardware,USA,"75,222"
1/08/2020,R5,Hardware,USA,"75,222"
1/09/2020,R5,Hardware,USA,"80,622"
1/10/2020,R5,Hardware,USA,"75,222"
1/11/2020,R5,Hardware,USA,"75,222"
1/12/2020,R5,Hardware,USA,"80,618"
1/01/2020,R5,Hardware Maintenance,Puerto Rico,520
1/02/2020,R5,Hardware Maintenance,Puerto Rico,520
1/03/2020,R5,Hardware Maintenance,Puerto Rico,520
1/04/2020,R5,Hardware Maintenance,Puerto Rico,530
1/05/2020,R5,Hardware Maintenance,Puerto Rico,530
1/06/2020,R5,Hardware Maintenance,Puerto Rico,530
1/07/2020,R5,Hardware Maintenance,Puerto Rico,520
1/08/2020,R5,Hardware Maintenance,Puerto Rico,520
1/09/2020,R5,Hardware Maintenance,Puerto Rico,520
1/10/2020,R5,Hardware Maintenance,Puerto Rico,530
1/11/2020,R5,Hardware Maintenance,Puerto Rico,530
1/12/2020,R5,Hardware Maintenance,Puerto Rico,530
1/01/2020,R5,Internal Labor,Puerto Rico,"10,220"
1/02/2020,R5,Internal Labor,Puerto Rico,"10,220"
1/03/2020,R5,Internal Labor,Puerto Rico,"10,220"
1/04/2020,R5,Internal Labor,Puerto Rico,"8,434"
1/05/2020,R5,Internal Labor,Puerto Rico,"8,434"
1/06/2020,R5,Internal Labor,Puerto Rico,"8,434"
1/07/2020,R5,Internal Labor,Puerto Rico,"8,434"
1/08/2020,R5,Internal Labor,Puerto Rico,"8,434"
1/09/2020,R5,Internal Labor,Puerto Rico,"8,434"
1/10/2020,R5,Internal Labor,Puerto Rico,"8,434"
1/11/2020,R5,Internal Labor,Puerto Rico,"8,434"
1/12/2020,R5,Internal Labor,Puerto Rico,"8,434"
1/01/2020,R5,Internal Labor,USA,"252,500"
1/02/2020,R5,Internal Labor,USA,"252,500"
1/03/2020,R5,Internal Labor,USA,"252,500"
1/04/2020,R5,Internal Labor,USA,"252,500"
1/05/2020,R5,Internal Labor,USA,"252,500"
1/06/2020,R5,Internal Labor,USA,"252,500"
1/07/2020,R5,Internal Labor,USA,"252,500"
